event_time,event_type,source_id,entity_id,region,channel,user_segment,priority,status,metric_volume,metric_value,payload_kb,processing_delay_sec,sla_target_sec
2026-02-20 14:59:12,risk_alert,S12-0188,E12-004108,Крупный банк,web,vip,high,ok,1,4826.54,3.56,82,15
2026-02-05 01:19:55,card_auth,S12-0063,E12-002669,Крупный банк,mobile,mass,medium,ok,2,5713.53,1.24,50,15
2026-02-14 17:38:40,mobile_login,S12-0372,E12-005161,Крупный банк,atm,social,low,ok,4,2301.35,2.07,15,15
2026-02-07 07:02:56,card_capture,S12-0052,E12-003281,Крупный банк,atm,mass,low,ok,2,7852.88,3.13,107,15
2026-02-01 17:07:00,transfer,S12-0184,E12-004234,Крупный банк,mobile,mass,medium,ok,3,6597.05,5.51,110,15
2026-02-28 03:20:47,transfer,S12-0039,E12-000041,Крупный банк,web,mass,low,error,1,1482.46,4.83,34,15
2026-02-18 23:02:06,risk_alert,S12-0358,E12-000350,Крупный банк,mobile,vip,low,ok,1,6754.57,4.01,20,15
2026-02-23 01:03:46,card_auth,S12-0024,E12-003054,Крупный банк,web,vip,medium,warning,2,3561.97,4.54,10,15
2026-02-10 16:48:26,card_auth,S12-0080,E12-002659,Крупный банк,mobile,mass,high,warning,3,6114.76,3.88,69,15
2026-02-28 10:22:43,transfer,S12-0159,E12-000040,Крупный банк,atm,vip,medium,ok,5,4014.62,3.12,40,15
2026-02-01 10:36:34,card_capture,S12-0204,E12-003434,Крупный банк,mobile,mass,low,ok,2,2914.08,4.44,28,15
2026-02-01 20:40:35,transfer,S12-0347,E12-001976,Крупный банк,mobile,mass,low,ok,2,5669.23,3.28,4,15
2026-02-15 02:35:46,card_auth,S12-0130,E12-003598,Крупный банк,web,mass,medium,error,2,1081.32,4.57,44,15
2026-02-13 19:56:21,transfer,S12-0253,E12-003026,Крупный банк,mobile,mass,medium,ok,1,1641.13,2.56,148,15
2026-02-27 22:47:30,risk_alert,S12-0236,E12-005019,Крупный банк,web,social,low,ok,2,1577.51,4.13,12,15
2026-02-17 01:36:48,transfer,S12-0026,E12-003991,Крупный банк,atm,social,low,ok,7,1263.86,2.43,31,15
2026-02-22 16:57:48,card_auth,S12-0215,E12-005092,Крупный банк,mobile,social,medium,ok,1,3942.77,3.07,85,15
2026-02-21 08:06:21,card_auth,S12-0329,E12-003714,Крупный банк,atm,mass,high,ok,3,1522.34,3.85,100,15
2026-02-07 07:37:03,card_capture,S12-0031,E12-001645,Крупный банк,web,mass,medium,ok,2,4839.61,3.65,46,15
2026-02-07 23:25:59,transfer,S12-0085,E12-004183,Крупный банк,atm,vip,medium,ok,3,10206.92,2.34,15,15
2026-02-15 18:07:58,card_auth,S12-0088,E12-002273,Крупный банк,mobile,business,medium,ok,3,4078.16,5.0,19,15
2026-02-15 07:50:27,card_capture,S12-0380,E12-004726,Крупный банк,atm,mass,medium,ok,2,2698.42,3.96,5,15
2026-02-12 10:04:00,card_capture,S12-0083,E12-004246,Крупный банк,atm,vip,high,ok,2,2259.14,3.12,75,15
2026-02-15 04:42:22,transfer,S12-0292,E12-000459,Крупный банк,mobile,mass,low,warning,2,11787.49,3.32,43,15
2026-02-08 17:18:47,card_capture,S12-0207,E12-004536,Крупный банк,mobile,business,high,ok,2,4106.59,1.52,49,15
2026-02-11 19:03:00,transfer,S12-0337,E12-003178,Крупный банк,web,mass,low,ok,2,8784.76,4.31,44,15
2026-02-02 02:51:28,transfer,S12-0066,E12-005407,Крупный банк,web,business,medium,ok,4,6903.3,3.92,63,15
2026-02-18 10:15:29,card_auth,S12-0105,E12-002088,Крупный банк,mobile,mass,low,error,2,2129.32,3.28,49,15
2026-02-10 05:32:02,risk_alert,S12-0262,E12-003676,Крупный банк,mobile,social,low,ok,2,10833.98,6.05,105,15
2026-02-12 10:52:22,mobile_login,S12-0367,E12-001984,Крупный банк,web,mass,low,ok,5,1654.81,3.8,104,15
2026-02-22 07:19:39,mobile_login,S12-0130,E12-000751,Крупный банк,atm,business,low,ok,6,2792.88,2.21,35,15
2026-02-05 05:33:03,card_auth,S12-0239,E12-003134,Крупный банк,mobile,business,medium,ok,5,2222.58,2.67,56,15
2026-02-04 08:12:09,card_capture,S12-0010,E12-005117,Крупный банк,atm,mass,medium,delayed,1,3913.59,3.61,42,15
2026-02-13 12:15:15,mobile_login,S12-0010,E12-005561,Крупный банк,mobile,mass,low,ok,3,5705.55,4.01,63,15
2026-02-10 15:59:21,mobile_login,S12-0327,E12-003490,Крупный банк,web,social,low,ok,1,1711.42,3.89,25,15
2026-02-19 01:24:33,mobile_login,S12-0382,E12-005601,Крупный банк,web,mass,high,ok,3,2862.4,3.9,75,15
2026-02-18 11:28:00,card_auth,S12-0223,E12-005027,Крупный банк,mobile,social,medium,ok,3,3873.47,3.66,142,15
2026-02-27 03:59:07,mobile_login,S12-0088,E12-001234,Крупный банк,mobile,vip,low,ok,3,1541.09,5.38,91,15
2026-02-27 19:23:58,card_capture,S12-0355,E12-002078,Крупный банк,mobile,mass,low,ok,3,5787.1,4.65,60,15
2026-02-20 05:23:37,card_capture,S12-0376,E12-004112,Крупный банк,web,mass,low,ok,1,2916.91,3.88,86,15
2026-02-20 12:30:44,mobile_login,S12-0356,E12-000256,Крупный банк,atm,mass,low,ok,1,1265.75,2.81,39,15
2026-02-10 06:18:31,risk_alert,S12-0003,E12-001614,Крупный банк,mobile,mass,medium,ok,2,3503.44,3.4,115,15
2026-02-04 07:08:00,card_auth,S12-0066,E12-003075,Крупный банк,web,mass,low,ok,4,1531.87,4.72,81,15
2026-02-16 01:15:18,mobile_login,S12-0146,E12-001276,Крупный банк,atm,mass,low,ok,4,1097.85,4.21,10,15
2026-02-21 08:10:34,card_auth,S12-0122,E12-003725,Крупный банк,atm,mass,low,ok,2,3835.58,4.44,155,15
2026-02-07 07:01:00,card_auth,S12-0174,E12-005620,Крупный банк,web,mass,low,error,7,1078.72,4.2,56,15
2026-02-10 18:10:50,card_capture,S12-0207,E12-004729,Крупный банк,web,mass,low,warning,2,2269.48,3.8,22,15
2026-02-01 02:16:05,mobile_login,S12-0129,E12-004351,Крупный банк,mobile,mass,medium,ok,6,2224.43,3.57,3,15
2026-02-11 08:02:42,card_capture,S12-0119,E12-000806,Крупный банк,web,mass,medium,ok,2,4039.79,4.8,31,15
2026-02-15 06:31:32,card_auth,S12-0177,E12-005664,Крупный банк,web,mass,low,ok,3,1112.62,4.81,122,15
2026-02-13 08:04:10,card_capture,S12-0096,E12-000481,Крупный банк,mobile,mass,low,ok,7,2203.88,2.31,46,15
2026-02-01 14:00:50,transfer,S12-0190,E12-000323,Крупный банк,mobile,mass,medium,ok,4,3553.73,4.83,41,15
2026-02-21 13:53:01,card_capture,S12-0117,E12-004459,Крупный банк,mobile,vip,medium,ok,3,6004.26,2.55,148,15
2026-02-22 14:09:55,risk_alert,S12-0299,E12-005507,Крупный банк,web,social,low,ok,2,8121.99,3.44,48,15
2026-02-16 07:40:58,transfer,S12-0364,E12-000159,Крупный банк,web,business,medium,ok,3,662.65,4.39,61,15
2026-02-25 21:31:17,card_capture,S12-0119,E12-002075,Крупный банк,web,mass,low,ok,2,2732.97,4.58,128,15
2026-02-22 18:26:20,card_auth,S12-0164,E12-000798,Крупный банк,web,business,medium,warning,2,3755.42,1.87,83,15
2026-02-19 04:40:25,card_capture,S12-0385,E12-003652,Крупный банк,web,mass,low,ok,2,1856.71,3.94,31,15
2026-02-17 15:20:43,card_capture,S12-0335,E12-004068,Крупный банк,web,mass,low,ok,1,1416.04,3.94,92,15
2026-02-08 03:11:47,transfer,S12-0275,E12-005296,Крупный банк,atm,mass,medium,ok,3,2042.8,3.67,30,15
2026-02-01 08:08:00,mobile_login,S12-0105,E12-004439,Крупный банк,web,mass,medium,ok,1,8316.48,3.87,30,15
2026-02-24 03:44:01,card_auth,S12-0132,E12-005003,Крупный банк,atm,vip,high,ok,3,1611.87,2.35,10,15
2026-02-22 21:57:05,card_auth,S12-0034,E12-001282,Крупный банк,web,business,medium,ok,4,2490.38,3.32,28,15
2026-02-08 06:32:34,card_auth,S12-0055,E12-005255,Крупный банк,atm,social,medium,ok,3,3619.11,2.67,39,15
2026-02-20 01:06:00,card_capture,S12-0388,E12-003067,Крупный банк,atm,mass,low,ok,7,1682.21,2.74,48,15
2026-02-05 19:23:19,mobile_login,S12-0248,E12-001609,Крупный банк,atm,mass,low,ok,8,5080.88,2.87,38,15
2026-02-27 19:53:15,card_capture,S12-0211,E12-003901,Крупный банк,web,mass,medium,ok,1,2975.0,6.78,66,15
2026-02-12 12:01:26,mobile_login,S12-0170,E12-004858,Крупный банк,web,mass,medium,ok,3,2888.57,4.38,14,15
2026-02-11 12:04:25,card_capture,S12-0032,E12-004696,Крупный банк,web,business,low,ok,2,3079.33,2.16,74,15
2026-02-04 16:35:39,card_auth,S12-0085,E12-004354,Крупный банк,atm,social,low,ok,3,15158.7,2.79,71,15
2026-02-16 05:17:00,transfer,S12-0076,E12-000811,Крупный банк,atm,mass,low,delayed,2,4844.87,3.31,20,15
2026-02-25 20:38:15,card_capture,S12-0387,E12-003195,Крупный банк,web,mass,medium,ok,2,12168.52,3.9,53,15
2026-02-09 04:16:01,mobile_login,S12-0204,E12-001801,Крупный банк,atm,vip,low,ok,3,2782.68,1.36,71,15
2026-02-26 12:18:22,risk_alert,S12-0053,E12-001657,Крупный банк,mobile,mass,medium,error,2,2260.39,5.25,65,15
2026-02-18 21:04:07,mobile_login,S12-0064,E12-005048,Крупный банк,atm,mass,high,ok,4,9036.18,3.11,75,15
2026-02-23 00:38:13,card_auth,S12-0122,E12-001286,Крупный банк,atm,vip,low,ok,2,657.92,2.33,54,15
2026-02-25 19:18:39,transfer,S12-0318,E12-001942,Крупный банк,atm,business,low,ok,2,1582.07,3.48,106,15
2026-02-06 03:43:28,card_auth,S12-0029,E12-002848,Крупный банк,atm,mass,low,ok,5,3020.25,2.73,41,15
2026-02-03 06:07:00,risk_alert,S12-0019,E12-004750,Крупный банк,mobile,mass,medium,ok,1,2119.21,3.77,28,15
2026-02-24 03:46:59,card_capture,S12-0154,E12-000369,Крупный банк,atm,mass,low,ok,4,3077.94,2.94,71,15
2026-02-16 17:38:42,risk_alert,S12-0151,E12-005181,Крупный банк,atm,mass,high,ok,2,5974.62,4.37,62,15
2026-02-14 12:29:45,card_auth,S12-0103,E12-005470,Крупный банк,atm,mass,medium,ok,1,2786.91,5.09,70,15
2026-02-26 11:30:41,card_auth,S12-0296,E12-005978,Крупный банк,atm,social,low,ok,7,3118.23,2.89,8,15
2026-02-15 23:45:24,card_auth,S12-0382,E12-002297,Крупный банк,atm,social,medium,ok,2,3885.31,4.67,103,15
2026-02-18 10:40:33,card_capture,S12-0330,E12-005650,Крупный банк,mobile,business,medium,ok,1,2290.76,3.31,81,15
2026-02-21 04:08:03,card_capture,S12-0313,E12-003219,Крупный банк,web,social,low,ok,3,4875.87,2.69,59,15
2026-02-07 23:17:09,card_capture,S12-0178,E12-001892,Крупный банк,web,social,low,ok,6,2021.97,3.21,37,15
2026-02-13 04:08:00,card_capture,S12-0233,E12-004775,Крупный банк,web,mass,low,ok,4,2843.22,5.01,131,15
2026-02-09 13:55:42,transfer,S12-0064,E12-001198,Крупный банк,mobile,social,medium,ok,1,1161.91,3.06,44,15
2026-02-26 22:25:33,mobile_login,S12-0286,E12-002709,Крупный банк,atm,business,medium,ok,1,7471.82,1.77,43,15
2026-02-13 00:02:20,transfer,S12-0321,E12-004388,Крупный банк,web,business,low,ok,3,4145.93,5.9,21,15
2026-02-09 12:50:24,mobile_login,S12-0302,E12-004101,Крупный банк,web,mass,low,ok,2,1683.42,4.73,54,15
2026-02-04 08:01:00,card_capture,S12-0100,E12-004806,Крупный банк,mobile,mass,low,ok,4,3158.14,3.27,124,15
2026-02-03 12:16:28,card_auth,S12-0286,E12-001526,Крупный банк,web,business,low,ok,6,3204.75,3.82,18,15
2026-02-12 16:02:00,transfer,S12-0114,E12-000853,Крупный банк,mobile,business,low,ok,2,1772.55,3.12,25,15
2026-02-09 19:28:26,transfer,S12-0242,E12-003789,Крупный банк,web,mass,low,ok,5,7716.11,3.84,42,15
2026-02-24 05:10:39,card_capture,S12-0255,E12-000161,Крупный банк,mobile,vip,low,ok,5,3689.77,2.61,76,15
2026-02-09 09:37:55,mobile_login,S12-0134,E12-001770,Крупный банк,atm,mass,medium,error,3,9218.29,2.83,39,15
2026-02-11 09:15:55,card_capture,S12-0281,E12-005647,Крупный банк,mobile,business,low,ok,7,5716.49,3.74,42,15
2026-02-14 04:06:00,card_auth,S12-0394,E12-000912,Крупный банк,mobile,mass,low,ok,2,,2.09,50,15
2026-02-21 12:45:42,risk_alert,S12-0215,E12-002294,Крупный банк,web,mass,low,ok,2,2280.64,1.2,105,15
2026-02-11 10:53:07,card_capture,S12-0026,E12-001423,Крупный банк,atm,business,low,ok,5,2133.47,3.16,62,15
2026-02-09 07:32:48,transfer,S12-0370,E12-001634,Крупный банк,atm,mass,medium,ok,3,3235.12,3.3,18,15
2026-02-11 03:08:21,mobile_login,S12-0313,E12-002947,Крупный банк,mobile,mass,low,warning,2,3362.17,5.45,25,15
2026-02-10 10:00:00,card_capture,S12-0296,E12-003353,Крупный банк,atm,social,low,ok,2,2021.82,3.13,39,15
2026-02-17 00:06:00,risk_alert,S12-0208,E12-005026,Крупный банк,atm,mass,medium,delayed,5,10211.22,2.44,49,15
2026-02-21 18:08:18,card_capture,S12-0049,E12-001616,Крупный банк,atm,mass,high,ok,4,1898.81,4.33,154,15
2026-02-07 19:13:42,card_auth,S12-0339,E12-005300,Крупный банк,mobile,mass,low,ok,2,2122.29,3.62,12,15
2026-02-20 02:17:41,risk_alert,S12-0021,E12-001574,Крупный банк,mobile,mass,medium,ok,5,2164.38,3.27,34,15
2026-02-02 10:13:31,card_auth,S12-0274,E12-000111,Крупный банк,atm,mass,low,ok,3,5469.8,3.9,10,15
2026-02-16 18:55:57,risk_alert,S12-0366,E12-001945,Крупный банк,web,mass,medium,ok,2,1619.61,2.34,21,15
2026-02-03 10:02:00,mobile_login,S12-0105,E12-005177,Крупный банк,atm,mass,low,ok,4,5455.76,3.15,65,15
2026-02-13 22:33:25,card_auth,S12-0034,E12-001883,Крупный банк,atm,mass,low,ok,5,3165.02,2.1,85,15
2026-02-04 04:34:18,mobile_login,S12-0359,E12-002432,Крупный банк,mobile,mass,low,ok,3,13983.25,3.39,5,15
2026-02-11 04:30:28,risk_alert,S12-0070,E12-000898,Крупный банк,atm,business,medium,ok,5,1600.61,4.03,76,15
2026-02-21 07:08:01,transfer,S12-0299,E12-001483,Крупный банк,mobile,social,low,ok,8,1886.15,3.13,3,15
2026-02-01 11:49:41,card_capture,S12-0360,E12-000083,Крупный банк,atm,business,medium,delayed,2,1416.25,4.85,11,15
2026-02-25 03:46:02,card_auth,S12-0378,E12-002539,Крупный банк,web,mass,low,ok,4,3371.68,3.43,50,15
2026-02-05 23:08:11,card_capture,S12-0277,E12-001159,Крупный банк,atm,mass,low,ok,3,5089.1,2.89,2,15
2026-02-25 06:16:21,card_auth,S12-0136,E12-002039,Крупный банк,mobile,mass,medium,ok,4,3962.84,3.98,32,15
2026-02-15 01:09:00,card_auth,S12-0126,E12-002019,Крупный банк,mobile,mass,high,ok,1,8441.19,5.52,71,15
2026-02-14 15:05:00,card_auth,S12-0369,E12-000772,Крупный банк,atm,social,low,ok,3,2227.91,3.15,77,15
2026-02-15 20:12:17,mobile_login,S12-0214,E12-005992,Крупный банк,web,mass,medium,ok,5,3838.49,4.88,24,15
2026-02-18 00:39:36,card_auth,S12-0350,E12-002985,Крупный банк,web,mass,high,ok,3,8924.39,4.43,29,15
2026-02-20 19:42:08,risk_alert,S12-0188,E12-001472,Крупный банк,atm,mass,medium,warning,4,5736.9,3.54,100,15
2026-02-01 15:27:02,transfer,S12-0385,E12-005620,Крупный банк,atm,mass,high,ok,1,22485.5,2.55,44,15
2026-02-17 20:36:58,card_auth,S12-0260,E12-000867,Крупный банк,web,mass,low,ok,2,5281.29,2.26,19,15
2026-02-05 21:08:00,transfer,S12-0130,E12-001886,Крупный банк,mobile,mass,medium,ok,4,3267.39,3.31,47,15
2026-02-12 15:54:22,card_capture,S12-0158,E12-001718,Крупный банк,mobile,mass,low,ok,3,2071.04,4.27,18,15
2026-02-19 18:28:45,risk_alert,S12-0039,E12-004671,Крупный банк,mobile,mass,medium,ok,4,4529.17,4.55,53,15
2026-02-23 08:17:47,card_capture,S12-0022,E12-000260,Крупный банк,web,mass,low,ok,2,5874.21,4.58,48,15
2026-02-22 23:41:08,transfer,S12-0036,E12-000740,Крупный банк,atm,mass,low,ok,3,20215.96,1.94,83,15
2026-02-10 05:57:30,card_auth,S12-0368,E12-005602,Крупный банк,mobile,social,low,ok,1,2356.0,3.35,77,15
2026-02-20 04:06:07,card_auth,S12-0324,E12-001775,Крупный банк,atm,mass,low,ok,2,2476.56,5.07,39,15
2026-02-14 09:35:42,card_capture,S12-0338,E12-000959,Крупный банк,mobile,mass,high,ok,2,4600.82,2.97,117,15
2026-02-25 19:03:12,card_capture,S12-0322,E12-003949,Крупный банк,mobile,vip,medium,ok,3,8332.35,3.61,145,15
2026-02-19 05:08:07,card_capture,S12-0388,E12-000014,Крупный банк,mobile,mass,medium,ok,2,1563.12,4.69,71,15
2026-02-01 06:47:29,transfer,S12-0281,E12-004616,Крупный банк,atm,business,high,ok,2,1283.84,2.92,26,15
2026-02-19 23:13:24,card_auth,S12-0225,E12-000198,Крупный банк,atm,mass,medium,delayed,1,4947.78,2.36,27,15
2026-02-19 14:36:16,transfer,S12-0269,E12-002987,Крупный банк,atm,vip,high,warning,2,6943.89,4.98,136,15
2026-02-12 03:12:56,card_capture,S12-0098,E12-004479,Крупный банк,mobile,mass,low,ok,4,5490.07,4.36,37,15
2026-02-06 10:55:16,transfer,S12-0120,E12-003875,Крупный банк,atm,mass,medium,warning,1,1375.5,1.54,60,15
2026-02-23 00:04:00,risk_alert,S12-0314,E12-002340,Крупный банк,web,mass,low,ok,1,14693.59,5.59,24,15
2026-02-10 22:59:38,risk_alert,S12-0360,E12-001369,Крупный банк,atm,mass,high,ok,1,4722.05,3.1,29,15
2026-02-07 16:06:00,card_auth,S12-0303,E12-002031,Крупный банк,mobile,mass,low,ok,3,2044.07,4.63,27,15
2026-02-23 10:35:43,card_auth,S12-0102,E12-000139,Крупный банк,web,mass,low,ok,3,1649.0,6.39,59,15
2026-02-07 03:37:20,card_auth,S12-0388,E12-002826,Крупный банк,web,business,low,ok,4,3475.75,4.17,41,15
2026-02-08 01:19:31,card_capture,S12-0240,E12-000864,Крупный банк,mobile,mass,low,ok,5,3141.72,5.09,111,15
2026-02-15 04:00:00,mobile_login,S12-0137,E12-001513,Крупный банк,mobile,mass,medium,ok,4,1887.96,4.69,27,15
2026-02-22 01:13:19,transfer,S12-0042,E12-000290,Крупный банк,mobile,vip,low,ok,6,3215.6,4.51,67,15
2026-02-13 00:39:11,card_capture,S12-0351,E12-002018,Крупный банк,web,business,low,delayed,1,3979.79,5.21,47,15
2026-02-09 01:52:02,card_capture,S12-0168,E12-004002,Крупный банк,web,mass,medium,ok,5,650.86,6.56,45,15
2026-02-16 04:45:48,card_capture,S12-0284,E12-001805,Крупный банк,atm,mass,low,ok,3,9855.91,2.9,83,15
2026-02-10 10:02:00,mobile_login,S12-0319,E12-002271,Крупный банк,web,business,medium,ok,2,1217.25,4.33,5,15
2026-02-06 09:59:32,card_capture,S12-0312,E12-005294,Крупный банк,mobile,mass,medium,ok,3,3026.65,2.76,64,15
2026-02-24 13:16:19,card_auth,S12-0350,E12-000959,Крупный банк,atm,mass,low,ok,1,3073.2,1.46,21,15
2026-02-27 14:34:26,card_capture,S12-0238,E12-002381,Крупный банк,web,mass,low,ok,5,3628.82,3.72,33,15
2026-02-25 15:05:32,risk_alert,S12-0051,E12-001247,Крупный банк,mobile,mass,low,ok,5,3613.91,4.67,29,15
2026-02-18 06:07:00,card_capture,S12-0341,E12-005119,Крупный банк,atm,business,high,ok,5,968.99,3.51,142,15
2026-02-06 00:03:53,card_capture,S12-0227,E12-004202,Крупный банк,web,business,low,ok,3,1834.8,4.17,81,15
2026-02-01 11:24:55,card_auth,S12-0293,E12-002624,Крупный банк,web,mass,high,ok,3,4410.8,5.1,38,15
2026-02-05 15:00:32,card_auth,S12-0166,E12-001351,Крупный банк,atm,business,medium,delayed,2,2590.58,5.34,55,15
2026-02-14 18:39:50,mobile_login,S12-0035,E12-004073,Крупный банк,atm,mass,low,ok,4,10433.43,2.62,76,15
2026-02-02 08:49:09,card_auth,S12-0185,E12-005286,Крупный банк,web,social,medium,warning,1,2059.26,4.15,15,15
2026-02-23 01:37:53,card_capture,S12-0326,E12-001369,Крупный банк,atm,social,low,ok,2,6283.48,2.05,66,15
2026-02-24 20:16:01,card_capture,S12-0352,E12-002824,Крупный банк,atm,social,low,ok,3,3675.97,2.65,78,15
2026-02-12 10:55:13,card_capture,S12-0228,E12-002774,Крупный банк,web,mass,medium,ok,4,1453.97,2.83,48,15
2026-02-01 14:05:00,card_capture,S12-0228,E12-003205,Крупный банк,mobile,mass,medium,ok,1,1814.56,2.51,26,15
2026-02-01 17:54:00,mobile_login,S12-0127,E12-004016,Крупный банк,atm,mass,medium,ok,4,3446.1,2.33,50,15
2026-02-28 13:09:14,card_capture,S12-0298,E12-005808,Крупный банк,atm,business,high,delayed,3,1022.01,2.25,116,15
2026-02-11 11:21:49,card_capture,S12-0227,E12-001324,Крупный банк,web,mass,medium,ok,1,8369.86,3.79,110,15
2026-02-24 21:44:33,transfer,S12-0256,E12-000081,Крупный банк,atm,business,low,ok,2,2650.09,2.85,52,15
2026-02-24 06:41:08,card_auth,S12-0179,E12-001190,Крупный банк,web,mass,high,ok,2,2563.94,3.26,82,15
2026-02-17 01:02:00,card_auth,S12-0232,E12-004044,Крупный банк,mobile,mass,high,ok,2,3081.98,3.99,37,15
2026-02-25 21:46:54,mobile_login,S12-0354,E12-004158,Крупный банк,web,mass,low,warning,2,1594.44,4.95,16,15
2026-02-09 21:02:00,card_auth,S12-0245,E12-005545,Крупный банк,atm,business,low,ok,2,3809.67,2.91,53,15
2026-02-28 13:39:12,mobile_login,S12-0100,E12-000804,Крупный банк,mobile,mass,low,ok,4,3583.3,4.61,62,15
2026-02-19 23:42:38,card_capture,S12-0127,E12-001700,Крупный банк,web,mass,low,ok,3,770.7,4.68,58,15
2026-02-20 09:00:00,card_capture,S12-0279,E12-004087,Крупный банк,mobile,business,low,ok,4,4939.46,2.71,58,15
2026-02-25 18:44:55,mobile_login,S12-0319,E12-004208,Крупный банк,mobile,mass,high,ok,3,2799.24,2.83,136,15
2026-02-10 23:27:31,card_capture,S12-0306,E12-003371,Крупный банк,mobile,mass,medium,ok,5,1928.48,2.34,27,15
2026-02-06 20:53:46,card_auth,S12-0187,E12-001693,Крупный банк,mobile,mass,medium,ok,3,1390.86,3.19,93,15
2026-02-18 22:05:00,mobile_login,S12-0044,E12-004596,Крупный банк,atm,mass,high,ok,5,1286.12,3.68,79,15
2026-02-26 16:26:50,mobile_login,S12-0255,E12-002881,Крупный банк,mobile,mass,high,warning,3,3920.32,4.55,69,15
2026-02-07 18:49:18,card_auth,S12-0216,E12-004684,Крупный банк,mobile,mass,low,ok,1,3167.76,3.69,95,15
2026-02-06 07:12:47,mobile_login,S12-0061,E12-001452,Крупный банк,web,mass,high,ok,1,5274.26,5.71,49,15
2026-02-25 11:26:01,card_auth,S12-0355,E12-003147,Крупный банк,atm,business,medium,delayed,1,7001.37,2.64,21,15
2026-02-12 05:00:00,card_capture,S12-0329,E12-003645,Крупный банк,atm,mass,low,ok,3,1715.84,3.0,114,15
2026-02-07 12:02:00,card_capture,S12-0282,E12-005656,Крупный банк,atm,mass,medium,ok,4,4129.38,3.74,9,15
2026-02-11 11:41:50,transfer,S12-0199,E12-004348,Крупный банк,web,mass,medium,ok,2,6350.75,4.29,22,15
2026-02-24 08:45:10,card_capture,S12-0301,E12-000739,Крупный банк,atm,mass,medium,ok,1,5664.92,3.36,35,15
2026-02-23 13:59:42,card_auth,S12-0142,E12-004314,Крупный банк,web,vip,low,ok,3,3340.43,3.38,43,15
2026-02-07 19:36:07,mobile_login,S12-0327,E12-002570,Крупный банк,mobile,vip,low,ok,2,2622.23,5.53,26,15
2026-02-07 09:41:16,card_auth,S12-0356,E12-005167,Крупный банк,mobile,mass,medium,ok,4,973.69,4.44,47,15
2026-02-27 21:00:02,card_capture,S12-0076,E12-001718,Крупный банк,web,mass,low,ok,3,659.26,5.31,8,15
2026-02-12 04:09:00,mobile_login,S12-0176,E12-000569,Крупный банк,web,mass,high,ok,1,3439.48,4.63,77,15
2026-02-10 07:57:47,mobile_login,S12-0350,E12-002125,Крупный банк,atm,mass,low,ok,1,1311.42,1.87,32,15
2026-02-06 19:16:01,transfer,S12-0372,E12-002908,Крупный банк,mobile,mass,medium,ok,1,2800.05,5.65,43,15
2026-02-02 09:07:25,transfer,S12-0149,E12-005486,Крупный банк,mobile,mass,high,ok,5,1865.51,4.28,130,15
2026-02-03 16:05:00,mobile_login,S12-0326,E12-002115,Крупный банк,web,mass,medium,warning,2,4339.03,5.02,70,15
2026-02-08 04:02:00,risk_alert,S12-0236,E12-001999,Крупный банк,web,mass,low,ok,5,1388.86,6.81,47,15
2026-02-26 07:47:08,transfer,S12-0101,E12-003470,Крупный банк,mobile,vip,low,ok,1,1791.72,2.77,9,15
2026-02-13 21:57:28,card_auth,S12-0002,E12-005875,Крупный банк,mobile,mass,medium,ok,2,6917.76,4.72,118,15
2026-02-03 22:05:00,card_auth,S12-0339,E12-004771,Крупный банк,web,mass,low,ok,2,1261.8,2.64,15,15
2026-02-02 00:06:00,card_auth,S12-0304,E12-004032,Крупный банк,atm,mass,medium,ok,3,1589.9,4.02,125,15
2026-02-13 07:56:37,transfer,S12-0037,E12-003240,Крупный банк,atm,mass,low,ok,3,3243.37,4.96,3,15
2026-02-19 01:05:00,risk_alert,S12-0186,E12-003298,Крупный банк,web,business,high,ok,3,3022.44,3.28,98,15
2026-02-19 18:01:00,risk_alert,S12-0323,E12-004085,Крупный банк,atm,mass,medium,ok,5,3364.39,2.4,55,15
2026-02-18 07:04:00,transfer,S12-0027,E12-002475,Крупный банк,atm,mass,high,ok,2,4781.51,2.78,89,15
2026-02-17 11:46:14,risk_alert,S12-0354,E12-005046,Крупный банк,web,vip,medium,ok,3,3498.4,3.9,49,15
2026-02-28 06:53:06,mobile_login,S12-0316,E12-002585,Крупный банк,mobile,mass,high,ok,3,2304.15,4.5,30,15
2026-02-25 13:34:15,card_auth,S12-0107,E12-003115,Крупный банк,mobile,business,medium,ok,4,2618.92,4.0,5,15
2026-02-12 09:39:25,mobile_login,S12-0162,E12-002779,Крупный банк,atm,mass,low,ok,6,18077.64,4.98,51,15
2026-02-14 03:23:13,transfer,S12-0179,E12-002670,Крупный банк,web,mass,low,warning,3,4640.36,2.65,60,15
2026-02-23 01:23:16,mobile_login,S12-0002,E12-005951,Крупный банк,mobile,mass,high,ok,3,8526.64,4.37,60,15
2026-02-25 17:49:46,transfer,S12-0096,E12-002603,Крупный банк,mobile,mass,low,ok,2,2290.87,5.87,31,15
2026-02-15 10:30:54,card_capture,S12-0055,E12-003078,Крупный банк,web,social,medium,ok,1,2463.31,4.07,39,15
2026-02-16 16:14:15,card_capture,S12-0253,E12-004000,Крупный банк,atm,mass,medium,ok,3,5212.27,2.9,133,15
2026-02-03 15:51:25,card_auth,S12-0169,E12-004768,Крупный банк,web,mass,medium,ok,4,4962.25,5.68,76,15
2026-02-21 00:01:05,card_auth,S12-0332,E12-003439,Крупный банк,web,mass,low,ok,4,2975.98,4.44,21,15
