event_id,event_time,entity_id,district,source_system,event_type,metric_volume,metric_value,latency_ms,priority,status
EV12_0024004,2025-09-28 02:10:00,БАН_00487,Сектор-В,mobile,clear,4,1768.96,326.7,low,ok
EV12_0024005,2025-09-28 02:14:00,БАН_01225,Сектор-Б,api,authorize,8,483.22,165.4,medium,ok
EV12_0024006,2025-09-28 02:16:00,БАН_02600,Сектор-В,portal,fraud_alert,2,947.2,240.0,medium,ok
EV12_0024007,2025-09-28 02:18:00,БАН_00266,Сектор-В,iot,clear,5,940.09,339.1,medium,ok
EV12_0024008,2025-09-28 02:18:00,БАН_02925,Сектор-Г,iot,authorize,5,1041.25,304.4,low,ok
EV12_0024009,2025-09-28 02:19:00,БАН_02568,Сектор-А,mobile,clear,9,892.2,170.6,medium,ok
EV12_0024010,2025-09-28 02:20:00,БАН_00244,Сектор-Г,iot,authorize,10,737.26,249.6,low,ok
EV12_0024011,2025-09-28 02:22:00,БАН_03321,Сектор-Ж,edge,fraud_alert,9,2935.03,240.2,low,ok
EV12_0024012,2025-09-28 02:27:00,БАН_00155,Сектор-Ж,api,fraud_alert,6,1573.06,337.9,low,ok
EV12_0024013,2025-09-28 02:30:00,БАН_02399,Сектор-Б,batch_loader,clear,3,614.08,246.2,low,failed
EV12_0024014,2025-09-28 02:30:00,БАН_03203,Сектор-З,mobile,clear,5,710.85,241.8,medium,ok
EV12_0024015,2025-09-28 02:31:00,БАН_02426,Сектор-Е,batch_loader,clear,12,1071.82,198.4,medium,ok
EV12_0024016,2025-09-28 02:31:00,БАН_02844,Сектор-В,iot,clear,4,293.69,231.2,critical,ok
EV12_0024017,2025-09-28 02:31:00,БАН_01604,Сектор-Ж,batch_loader,cash_withdraw,3,2144.03,264.3,low,ok
EV12_0024018,2025-09-28 02:32:00,БАН_00002,Сектор-Б,batch_loader,clear,6,1061.92,472.1000836305204,medium,warning
EV12_0024019,2025-09-28 02:32:00,БАН_01395,Сектор-А,api,clear,7,692.36,258.9,high,ok
EV12_0024020,2025-09-28 02:33:00,БАН_00903,Сектор-Д,api,authorize,4,1175.66,862.5851974322037,high,warning
EV12_0024021,2025-09-28 02:34:00,БАН_00874,Сектор-Д,api,cash_withdraw,5,685.47,352.0,low,ok
EV12_0024022,2025-09-28 02:35:00,БАН_01451,Сектор-Е,batch_loader,authorize,12,618.58,188.5,low,ok
EV12_0024023,2025-09-28 02:35:00,БАН_00330,Сектор-Б,edge,authorize,10,948.69,170.6,medium,ok
EV12_0024024,2025-09-28 02:36:00,БАН_03238,Сектор-Е,mobile,authorize,6,3950.19,188.1,low,ok
EV12_0024025,2025-09-28 02:43:00,БАН_02797,Сектор-Е,batch_loader,clear,7,365.95,191.7,low,ok
EV12_0024026,2025-09-28 02:44:00,БАН_00249,Сектор-В,portal,cash_withdraw,10,625.75,233.9,medium,ok
EV12_0024027,2025-09-28 02:45:00,БАН_00305,Сектор-Г,iot,authorize,4,407.28,251.9,low,ok
EV12_0024028,2025-09-28 02:48:00,БАН_00228,Сектор-Е,batch_loader,authorize,3,1166.31,300.2,low,ok
EV12_0024029,2025-09-28 02:49:00,БАН_00279,Сектор-Б,edge,authorize,7,585.93,270.8,medium,ok
EV12_0024030,2025-09-28 02:51:00,БАН_03078,Сектор-З,portal,clear,8,874.79,189.8,critical,ok
EV12_0024031,2025-09-28 02:51:00,БАН_02324,Сектор-А,api,cash_withdraw,4,1403.43,113.1,low,ok
EV12_0024032,2025-09-28 02:52:00,БАН_01022,Сектор-З,edge,authorize,6,727.13,169.5,low,ok
EV12_0024033,2025-09-28 02:55:00,БАН_01143,Сектор-З,iot,authorize,6,868.31,298.5,medium,ok
EV12_0024034,2025-09-28 03:02:00,БАН_02986,Сектор-Д,batch_loader,clear,13,284.13,272.5,high,ok
EV12_0024035,2025-09-28 03:04:00,БАН_03172,Сектор-Ж,edge,authorize,4,1070.01,381.3,medium,ok
EV12_0024036,2025-09-28 03:06:00,БАН_02720,Сектор-Г,edge,transfer,6,866.55,197.3,low,ok
EV12_0024037,2025-09-28 03:09:00,БАН_00861,Сектор-Б,mobile,authorize,8,2235.01,277.5,medium,ok
EV12_0024038,2025-09-28 03:11:00,БАН_00228,Сектор-Д,portal,transfer,5,1416.61,271.4,critical,ok
EV12_0024039,2025-09-28 03:15:00,БАН_00946,Сектор-Г,edge,transfer,9,639.48,163.9,high,ok
EV12_0024040,2025-09-28 03:17:00,БАН_03259,Сектор-Ж,edge,clear,4,359.89,271.3,low,ok
EV12_0024041,2025-09-28 03:17:00,БАН_02208,Сектор-Б,api,authorize,5,933.49,74.7,low,ok
EV12_0024042,2025-09-28 03:18:00,БАН_02069,Сектор-Е,batch_loader,clear,6,601.47,116.6,medium,ok
EV12_0024043,2025-09-28 03:18:00,БАН_00990,Сектор-З,mobile,clear,5,1134.33,287.7,high,ok
EV12_0024044,2025-09-28 03:20:00,БАН_01023,Сектор-Ж,portal,clear,7,1200.49,266.0,medium,ok
EV12_0024045,2025-09-28 03:20:00,БАН_02461,Сектор-Ж,edge,authorize,7,653.27,103.5,low,ok
EV12_0024046,2025-09-28 03:20:00,БАН_01685,Сектор-Е,portal,authorize,3,546.26,265.0,high,ok
EV12_0024047,2025-09-28 03:22:00,БАН_02531,Сектор-Е,mobile,cash_withdraw,6,1269.24,727.0914316613569,critical,warning
EV12_0024048,2025-09-28 03:23:00,БАН_00369,Сектор-Г,api,clear,6,1536.96,294.8,low,ok
EV12_0024049,2025-09-28 03:25:00,БАН_02661,Сектор-З,portal,authorize,6,579.17,221.1,low,ok
EV12_0024050,2025-09-28 03:25:00,БАН_03209,Сектор-А,mobile,authorize,7,2053.41,291.6,low,failed
EV12_0024051,2025-09-28 03:25:00,БАН_02380,Сектор-Ж,edge,clear,6,643.69,417.3,medium,ok
EV12_0024052,2025-09-28 03:26:00,БАН_00622,Сектор-Д,iot,fraud_alert,5,1610.7,116.7,medium,ok
EV12_0024053,2025-09-28 03:28:00,БАН_00046,Сектор-Ж,batch_loader,clear,12,1021.53,332.2,critical,ok
EV12_0024054,2025-09-28 03:30:00,БАН_01504,Сектор-Е,mobile,clear,6,1211.57,97.5,low,ok
EV12_0024055,2025-09-28 03:30:00,БАН_02844,Сектор-Г,mobile,authorize,8,601.88,152.1,low,ok
EV12_0024056,2025-09-28 03:32:00,БАН_03010,Сектор-А,iot,clear,6,1028.84,183.2,medium,ok
EV12_0024057,2025-09-28 03:32:00,БАН_01376,Сектор-Ж,portal,transfer,5,692.34,223.9,medium,ok
EV12_0024058,2025-09-28 03:32:00,БАН_02382,Сектор-Г,api,fraud_alert,11,1882.24,141.7,low,ok
EV12_0024059,2025-09-28 03:34:00,БАН_01152,Сектор-Г,iot,clear,7,1018.84,199.7,medium,ok
EV12_0024060,2025-09-28 03:34:00,БАН_01612,Сектор-Б,iot,authorize,5,232.99,162.3,high,ok
EV12_0024061,2025-09-28 03:36:00,БАН_03262,Сектор-Г,iot,authorize,7,824.99,267.6,medium,ok
EV12_0024062,2025-09-28 03:38:00,БАН_00985,Сектор-Б,iot,clear,3,841.42,278.0,medium,delayed
EV12_0024063,2025-09-28 03:38:00,БАН_00255,Сектор-А,iot,cash_withdraw,7,830.03,313.6,low,ok
EV12_0024064,2025-09-28 03:38:00,БАН_03155,Сектор-В,mobile,authorize,8,1335.53,207.6,low,ok
EV12_0024065,2025-09-28 03:39:00,БАН_03020,Сектор-З,edge,authorize,9,747.38,142.4,low,ok
EV12_0024066,2025-09-28 03:40:00,БАН_01477,Сектор-В,batch_loader,transfer,9,1597.65,135.0,critical,ok
EV12_0024067,2025-09-28 03:41:00,БАН_01539,Сектор-А,edge,transfer,3,677.13,111.9,low,ok
EV12_0024068,2025-09-28 03:41:00,БАН_02047,Сектор-Г,iot,fraud_alert,4,638.85,174.6,low,ok
EV12_0024069,2025-09-28 03:42:00,БАН_01400,Сектор-В,iot,cash_withdraw,3,1234.3,886.689556425265,high,warning
EV12_0024070,2025-09-28 03:42:00,БАН_01667,Сектор-В,iot,transfer,9,1023.85,157.5,low,ok
EV12_0024071,2025-09-28 03:42:00,БАН_00330,Сектор-Д,batch_loader,fraud_alert,6,639.04,286.3,medium,ok
EV12_0024072,2025-09-28 03:43:00,БАН_01154,Сектор-А,batch_loader,clear,6,1281.17,228.2,low,ok
EV12_0024073,2025-09-28 03:44:00,БАН_00404,Сектор-Ж,iot,authorize,5,708.59,300.8,low,ok
EV12_0024074,2025-09-28 03:45:00,БАН_01269,Сектор-Г,iot,clear,9,1343.04,363.7,low,ok
EV12_0024075,2025-09-28 03:47:00,БАН_02534,Сектор-Д,api,authorize,4,970.78,239.7,low,ok
EV12_0024076,2025-09-28 03:48:00,БАН_02335,Сектор-З,batch_loader,cash_withdraw,4,1126.85,306.3,medium,ok
EV12_0024077,2025-09-28 03:49:00,БАН_02109,Сектор-Е,batch_loader,fraud_alert,7,1686.78,154.8,low,ok
EV12_0024078,2025-09-28 03:50:00,БАН_02374,Сектор-В,mobile,clear,10,573.81,290.7,high,ok
EV12_0024079,2025-09-28 03:51:00,БАН_00840,Сектор-А,iot,transfer,8,2256.02,298.8,medium,ok
EV12_0024080,2025-09-28 03:53:00,БАН_01597,Сектор-Ж,api,authorize,6,534.06,393.7,low,ok
EV12_0024081,2025-09-28 03:54:00,БАН_00048,Сектор-В,edge,fraud_alert,5,957.54,193.8,low,ok
EV12_0024082,2025-09-28 03:55:00,БАН_00703,Сектор-Г,portal,clear,9,710.01,352.5,low,warning
EV12_0024083,2025-09-28 03:57:00,БАН_02994,Сектор-В,portal,transfer,3,942.49,290.9,high,ok
EV12_0024084,2025-09-28 04:05:00,БАН_00062,Сектор-Е,mobile,cash_withdraw,10,684.47,194.5,medium,ok
EV12_0024085,2025-09-28 04:05:00,БАН_03066,Сектор-Б,api,cash_withdraw,7,981.97,223.7,low,ok
EV12_0024086,2025-09-28 04:06:00,БАН_00122,Сектор-Е,iot,transfer,4,1701.44,302.2,medium,ok
EV12_0024087,2025-09-28 04:06:00,БАН_02618,Сектор-Б,iot,authorize,8,1851.84,469.3500136415094,high,warning
EV12_0024088,2025-09-28 04:09:00,БАН_02690,Сектор-Б,portal,authorize,8,847.04,5.0,low,ok
EV12_0024089,2025-09-28 04:10:00,БАН_00105,Сектор-Б,portal,authorize,6,1624.4,669.2247551997184,medium,warning
EV12_0024090,2025-09-28 04:10:00,БАН_02499,Сектор-А,portal,authorize,7,1106.19,224.5,low,ok
EV12_0024091,2025-09-28 04:11:00,БАН_01316,Сектор-А,iot,clear,9,897.9,84.8,critical,ok
EV12_0024092,2025-09-28 04:11:00,БАН_01114,Сектор-Д,iot,fraud_alert,5,1573.36,160.4,low,ok
EV12_0024093,2025-09-28 04:13:00,БАН_02396,Сектор-Б,api,authorize,5,392.81,1168.3979134799092,medium,warning
EV12_0024094,2025-09-28 04:16:00,БАН_01814,Сектор-Д,edge,cash_withdraw,3,1339.37,226.6,medium,ok
EV12_0024095,2025-09-28 04:19:00,БАН_02763,Сектор-З,batch_loader,authorize,8,773.87,119.1,low,ok
EV12_0024096,2025-09-28 04:22:00,БАН_02232,Сектор-Г,api,cash_withdraw,3,701.29,188.2,medium,ok
EV12_0024097,2025-09-28 04:25:00,БАН_00303,Сектор-Ж,iot,cash_withdraw,5,982.74,328.9,medium,ok
EV12_0024098,2025-09-28 04:25:00,БАН_02531,Сектор-В,edge,cash_withdraw,8,481.82,354.6,medium,ok
EV12_0024099,2025-09-28 04:32:00,БАН_02159,Сектор-Б,portal,authorize,9,1471.29,388.8,medium,ok
EV12_0024100,2025-09-28 04:33:00,БАН_02471,Сектор-А,iot,cash_withdraw,8,432.64,280.7,low,ok
EV12_0024101,2025-09-28 04:34:00,БАН_00587,Сектор-Ж,batch_loader,cash_withdraw,2,1778.95,232.3,medium,ok
EV12_0024102,2025-09-28 04:37:00,БАН_01455,Сектор-Ж,portal,cash_withdraw,3,693.64,278.6,low,ok
EV12_0024103,2025-09-28 04:38:00,БАН_00710,Сектор-А,edge,authorize,5,662.83,152.4,low,ok
EV12_0024104,2025-09-28 04:41:00,БАН_02624,Сектор-А,edge,transfer,9,904.99,177.4,low,ok
EV12_0024105,2025-09-28 04:42:00,БАН_00846,Сектор-А,api,authorize,11,1261.71,151.5,low,ok
EV12_0024106,2025-09-28 04:45:00,БАН_01604,Сектор-В,iot,cash_withdraw,12,1913.89,209.8,high,ok
EV12_0024107,2025-09-28 04:49:00,БАН_00847,Сектор-Д,iot,authorize,3,554.33,162.8,low,ok
EV12_0024108,2025-09-28 04:56:00,БАН_00101,Сектор-Г,api,fraud_alert,12,1042.27,769.0538217850692,medium,warning
EV12_0024109,2025-09-28 04:57:00,БАН_02998,Сектор-А,edge,fraud_alert,8,279.57,239.8,low,ok
EV12_0024110,2025-09-28 04:57:00,БАН_02291,Сектор-Б,mobile,clear,4,686.12,228.5,low,ok
EV12_0024111,2025-09-28 04:59:00,БАН_00174,Сектор-З,iot,authorize,5,983.4,366.8,medium,ok
EV12_0024112,2025-09-28 04:59:00,БАН_02072,Сектор-Б,iot,cash_withdraw,5,741.24,230.2,high,ok
EV12_0024113,2025-09-28 05:00:00,БАН_02670,Сектор-Е,batch_loader,authorize,6,1211.1,304.8,medium,ok
EV12_0024114,2025-09-28 05:01:00,БАН_00722,Сектор-Д,mobile,clear,1,887.87,301.5,medium,ok
EV12_0024115,2025-09-28 05:03:00,БАН_03095,Сектор-Ж,batch_loader,cash_withdraw,6,2781.34,211.7,low,ok
EV12_0024116,2025-09-28 05:05:00,БАН_02090,Сектор-В,edge,fraud_alert,4,1126.37,276.0,low,ok
EV12_0024117,2025-09-28 05:07:00,БАН_00410,Сектор-В,iot,cash_withdraw,10,1191.39,402.6,low,ok
EV12_0024118,2025-09-28 05:09:00,БАН_03187,Сектор-З,api,clear,6,1397.11,399.3,low,ok
EV12_0024119,2025-09-28 05:11:00,БАН_03486,Сектор-Г,api,authorize,10,1332.32,332.4,medium,ok
EV12_0024120,2025-09-28 05:11:00,БАН_03104,Сектор-Ж,batch_loader,clear,2,957.51,356.0,low,ok
EV12_0024121,2025-09-28 05:12:00,БАН_00888,Сектор-Е,batch_loader,cash_withdraw,5,997.57,254.5,low,ok
EV12_0024122,2025-09-28 05:12:00,БАН_02401,Сектор-Д,iot,cash_withdraw,6,2388.62,391.8,medium,delayed
EV12_0024123,2025-09-28 05:18:00,БАН_02304,Сектор-Д,edge,authorize,5,1014.64,202.0,low,ok
EV12_0024124,2025-09-28 05:20:00,БАН_02492,Сектор-А,iot,transfer,9,412.46,236.0,medium,warning
EV12_0024125,2025-09-28 05:21:00,БАН_01577,Сектор-А,iot,transfer,6,986.74,310.2,high,ok
EV12_0024126,2025-09-28 05:21:00,БАН_02497,Сектор-Д,iot,authorize,6,1054.5,299.5,medium,ok
EV12_0024127,2025-09-28 05:25:00,БАН_02051,Сектор-А,portal,cash_withdraw,8,910.24,274.6,medium,ok
EV12_0024128,2025-09-28 05:28:00,БАН_00026,Сектор-А,api,cash_withdraw,7,236.07,202.9,low,ok
EV12_0024129,2025-09-28 05:29:00,БАН_01369,Сектор-А,edge,clear,7,881.58,330.5,medium,ok
EV12_0024130,2025-09-28 05:32:00,БАН_03130,Сектор-Ж,edge,cash_withdraw,13,905.46,303.5,medium,ok
EV12_0024131,2025-09-28 05:35:00,БАН_00323,Сектор-Д,batch_loader,cash_withdraw,4,845.79,295.0,low,ok
EV12_0024132,2025-09-28 05:37:00,БАН_02082,Сектор-Ж,iot,authorize,8,1623.82,171.0,critical,ok
EV12_0024133,2025-09-28 05:40:00,БАН_03098,Сектор-Д,edge,clear,6,2104.15,212.6,medium,ok
EV12_0024134,2025-09-28 05:40:00,БАН_00172,Сектор-А,mobile,authorize,8,2461.16,279.3,low,ok
EV12_0024135,2025-09-28 05:43:00,БАН_01041,Сектор-В,api,cash_withdraw,5,434.25,269.1,low,ok
EV12_0024136,2025-09-28 05:47:00,БАН_00798,Сектор-Е,batch_loader,transfer,3,818.56,98.9,medium,ok
EV12_0024137,2025-09-28 05:51:00,БАН_02435,Сектор-З,edge,authorize,6,1453.74,225.6,low,ok
EV12_0024138,2025-09-28 05:53:00,БАН_02494,Сектор-Б,api,authorize,7,802.52,251.5,medium,ok
EV12_0024139,2025-09-28 05:56:00,БАН_01564,Сектор-Б,mobile,authorize,6,624.6,231.0,high,ok
EV12_0024140,2025-09-28 05:57:00,БАН_00025,Сектор-А,api,cash_withdraw,4,1408.69,332.3,high,ok
EV12_0024141,2025-09-28 05:57:00,БАН_00522,Сектор-Ж,iot,clear,6,516.11,338.1,high,ok
EV12_0024142,2025-09-28 05:58:00,БАН_00350,Сектор-А,portal,clear,4,854.76,305.5,low,ok
EV12_0024143,2025-09-28 06:04:00,БАН_02046,Сектор-Ж,portal,clear,6,987.39,256.0,low,delayed
EV12_0024144,2025-09-28 06:04:00,БАН_01497,Сектор-Б,batch_loader,clear,6,1189.87,246.6,low,ok
EV12_0024145,2025-09-28 06:05:00,БАН_02995,Сектор-Е,portal,authorize,7,722.03,307.7,high,ok
EV12_0024146,2025-09-28 06:05:00,БАН_02431,Сектор-Е,edge,transfer,4,409.43,161.4,medium,ok
EV12_0024147,2025-09-28 06:06:00,БАН_00270,Сектор-Г,api,clear,6,1777.88,266.0,high,ok
EV12_0024148,2025-09-28 06:07:00,БАН_02627,Сектор-З,batch_loader,clear,6,518.85,353.4,high,ok
EV12_0024149,2025-09-28 06:09:00,БАН_02760,Сектор-Ж,edge,transfer,7,1134.7,404.0,low,ok
EV12_0024150,2025-09-28 06:09:00,БАН_03281,Сектор-Ж,iot,clear,9,2892.46,132.4,low,ok
EV12_0024151,2025-09-28 06:09:00,БАН_03292,Сектор-Ж,api,fraud_alert,12,343.25,223.8,medium,ok
EV12_0024152,2025-09-28 06:12:00,БАН_03029,Сектор-Е,iot,clear,6,2227.84,149.5,medium,failed
EV12_0024153,2025-09-28 06:12:00,БАН_00700,Сектор-Б,edge,transfer,7,553.38,304.6,low,ok
EV12_0024154,2025-09-28 06:13:00,БАН_00275,Сектор-А,api,cash_withdraw,7,347.76,267.2,medium,ok
EV12_0024155,2025-09-28 06:13:00,БАН_00425,Сектор-Ж,batch_loader,cash_withdraw,2,641.91,188.6,medium,delayed
EV12_0024156,2025-09-28 06:15:00,БАН_02624,Сектор-Ж,iot,authorize,5,455.78,382.5,critical,ok
EV12_0024157,2025-09-28 06:15:00,БАН_00328,Сектор-В,api,transfer,8,2615.28,343.4,low,ok
EV12_0024158,2025-09-28 06:17:00,БАН_03023,Сектор-В,api,transfer,3,518.95,287.8,low,ok
EV12_0024159,2025-09-28 06:21:00,БАН_01335,Сектор-Г,batch_loader,authorize,6,987.87,262.4,low,ok
EV12_0024160,2025-09-28 06:25:00,БАН_01434,Сектор-Б,iot,clear,4,295.55,166.2,low,ok
EV12_0024161,2025-09-28 06:26:00,БАН_01897,Сектор-Ж,iot,cash_withdraw,6,1711.54,313.9,low,ok
EV12_0024162,2025-09-28 06:27:00,БАН_01461,Сектор-Е,batch_loader,clear,5,1174.35,277.7,low,ok
EV12_0024163,2025-09-28 06:28:00,БАН_01726,Сектор-Г,iot,authorize,8,2236.26,319.8,low,warning
EV12_0024164,2025-09-28 06:29:00,БАН_00352,Сектор-Е,iot,authorize,6,747.73,390.5,low,ok
EV12_0024165,2025-09-28 06:30:00,БАН_02030,Сектор-А,mobile,clear,7,356.09,249.3,low,warning
EV12_0024166,2025-09-28 06:31:00,БАН_03465,Сектор-Д,portal,clear,7,1667.46,108.1,low,ok
EV12_0024167,2025-09-28 06:32:00,БАН_02554,Сектор-Б,portal,authorize,7,1390.4,319.1,low,ok
EV12_0024168,2025-09-28 06:33:00,БАН_03155,Сектор-Г,batch_loader,fraud_alert,4,387.35,173.8,critical,ok
EV12_0024169,2025-09-28 06:36:00,БАН_02669,Сектор-А,api,cash_withdraw,12,1682.2,171.4,low,ok
EV12_0024170,2025-09-28 06:37:00,БАН_00065,Сектор-Д,api,fraud_alert,6,144.78,96.1,low,ok
EV12_0024171,2025-09-28 06:39:00,БАН_01818,Сектор-Ж,edge,authorize,12,523.56,144.1,low,delayed
EV12_0024172,2025-09-28 06:41:00,БАН_02103,Сектор-Е,portal,authorize,9,1181.57,221.2,low,ok
EV12_0024173,2025-09-28 06:41:00,БАН_01129,Сектор-Г,iot,cash_withdraw,6,945.29,255.9,high,warning
EV12_0024174,2025-09-28 06:42:00,БАН_00844,Сектор-В,mobile,fraud_alert,4,797.8,309.3,medium,ok
EV12_0024175,2025-09-28 06:43:00,БАН_02739,Сектор-Г,batch_loader,clear,10,1100.96,345.6,low,ok
EV12_0024176,2025-09-28 06:46:00,БАН_01340,Сектор-З,iot,authorize,5,352.71,232.1,low,ok
EV12_0024177,2025-09-28 06:46:00,БАН_02560,Сектор-Г,batch_loader,fraud_alert,7,890.77,259.0,high,ok
EV12_0024178,2025-09-28 06:47:00,БАН_00522,Сектор-Г,api,clear,5,656.43,317.3,high,ok
EV12_0024179,2025-09-28 06:50:00,БАН_01619,Сектор-Г,iot,clear,5,615.54,314.1,low,ok
EV12_0024180,2025-09-28 06:51:00,БАН_02394,Сектор-В,api,fraud_alert,4,634.74,169.9,low,delayed
EV12_0024181,2025-09-28 06:52:00,БАН_00633,Сектор-Е,api,cash_withdraw,4,2266.43,245.9,medium,ok
EV12_0024182,2025-09-28 06:53:00,БАН_01457,Сектор-Е,iot,authorize,6,529.13,403.7,medium,ok
EV12_0024183,2025-09-28 06:57:00,БАН_00019,Сектор-З,iot,cash_withdraw,5,513.21,215.9,low,ok
EV12_0024184,2025-09-28 06:58:00,БАН_00156,Сектор-З,batch_loader,authorize,4,1331.19,229.8,high,ok
EV12_0024185,2025-09-28 07:00:00,БАН_00615,Сектор-В,api,clear,12,654.47,214.4,low,delayed
EV12_0024186,2025-09-28 07:02:00,БАН_01989,Сектор-З,batch_loader,authorize,8,626.25,129.6,low,ok
EV12_0024187,2025-09-28 07:07:00,БАН_03001,Сектор-В,api,authorize,8,724.39,287.2,high,ok
EV12_0024188,2025-09-28 07:08:00,БАН_01828,Сектор-Ж,iot,transfer,6,864.12,253.1,high,failed
EV12_0024189,2025-09-28 07:09:00,БАН_01870,Сектор-З,iot,transfer,5,1162.15,112.6,medium,ok
EV12_0024190,2025-09-28 07:10:00,БАН_03086,Сектор-Д,mobile,clear,7,2412.46,354.7,low,ok
EV12_0024191,2025-09-28 07:10:00,БАН_02451,Сектор-Б,edge,clear,3,1342.68,249.8,medium,ok
EV12_0024192,2025-09-28 07:12:00,БАН_01497,Сектор-Ж,iot,authorize,7,640.08,102.9,low,ok
EV12_0024193,2025-09-28 07:12:00,БАН_01844,Сектор-А,iot,clear,8,2019.49,285.8,low,ok
EV12_0024194,2025-09-28 07:13:00,БАН_02593,Сектор-В,mobile,cash_withdraw,5,1216.95,214.8,low,ok
EV12_0024195,2025-09-28 07:14:00,БАН_01855,Сектор-В,portal,authorize,9,3132.11,273.7,medium,ok
EV12_0024196,2025-09-28 07:16:00,БАН_02766,Сектор-З,batch_loader,transfer,5,838.78,210.3,low,ok
EV12_0024197,2025-09-28 07:16:00,БАН_00109,Сектор-В,iot,transfer,12,2066.6,250.0,low,ok
EV12_0024198,2025-09-28 07:17:00,БАН_03447,Сектор-Д,portal,transfer,5,317.95,336.6,medium,ok
EV12_0024199,2025-09-28 07:21:00,БАН_00951,Сектор-Д,portal,authorize,9,1708.45,338.0,medium,ok
EV12_0024200,2025-09-28 07:22:00,БАН_03168,Сектор-З,iot,authorize,8,1854.73,184.2,low,ok
EV12_0024201,2025-09-28 07:22:00,БАН_02267,Сектор-Е,portal,authorize,9,2839.03,368.7,low,ok
EV12_0024202,2025-09-28 07:23:00,БАН_02134,Сектор-Е,edge,clear,9,2015.82,178.0,medium,ok
EV12_0024203,2025-09-28 07:23:00,БАН_02779,Сектор-Е,batch_loader,authorize,7,586.08,215.3,medium,delayed
EV12_0024204,2025-09-28 07:24:00,БАН_03103,Сектор-Ж,iot,transfer,7,698.97,274.1,low,ok
EV12_0024205,2025-09-28 07:24:00,БАН_01865,Сектор-З,api,clear,8,1249.56,246.0,medium,failed
EV12_0024206,2025-09-28 07:24:00,БАН_02942,Сектор-Г,batch_loader,clear,6,701.56,256.1,low,ok
EV12_0024207,2025-09-28 07:25:00,БАН_00623,Сектор-А,batch_loader,authorize,7,313.37,390.3,low,ok
EV12_0024208,2025-09-28 07:25:00,БАН_00896,Сектор-В,mobile,authorize,8,1468.03,195.0,low,ok
EV12_0024209,2025-09-28 07:29:00,БАН_01242,Сектор-В,batch_loader,transfer,7,1867.73,131.4,low,warning
EV12_0024210,2025-09-28 07:34:00,БАН_02578,Сектор-В,portal,clear,8,575.33,175.5,low,ok
EV12_0024211,2025-09-28 07:36:00,БАН_00567,Сектор-Г,iot,cash_withdraw,12,1311.39,348.5,low,ok
EV12_0024212,2025-09-28 07:36:00,БАН_00060,Сектор-Б,api,fraud_alert,8,1824.43,113.3,critical,ok
EV12_0024213,2025-09-28 07:37:00,БАН_02963,Сектор-Б,api,authorize,3,980.43,271.4,low,ok
EV12_0024214,2025-09-28 07:39:00,БАН_01425,Сектор-Ж,batch_loader,authorize,7,613.45,460.5,low,ok
EV12_0024215,2025-09-28 07:40:00,БАН_03145,Сектор-Ж,batch_loader,cash_withdraw,6,401.5,246.0,critical,ok
EV12_0024216,2025-09-28 07:43:00,БАН_02783,Сектор-З,portal,clear,7,1281.77,166.5,medium,ok
EV12_0024217,2025-09-28 07:44:00,БАН_01248,Сектор-Г,edge,authorize,3,2926.02,295.2,medium,ok
EV12_0024218,2025-09-28 07:44:00,БАН_02714,Сектор-З,batch_loader,authorize,7,560.86,146.7,medium,ok
EV12_0024219,2025-09-28 07:44:00,БАН_00451,Сектор-В,edge,transfer,6,2583.28,154.4,medium,ok
EV12_0024220,2025-09-28 07:46:00,БАН_00515,Сектор-Г,batch_loader,transfer,4,1019.54,392.0,medium,ok
EV12_0024221,2025-09-28 07:47:00,БАН_00980,Сектор-Б,batch_loader,clear,4,495.52,223.5,low,ok
EV12_0024222,2025-09-28 07:52:00,БАН_00458,Сектор-З,,authorize,11,1421.52,222.0,high,ok
EV12_0024223,2025-09-28 07:56:00,БАН_00125,Сектор-А,mobile,transfer,4,382.73,248.7,high,ok
EV12_0024224,2025-09-28 07:57:00,БАН_02580,Сектор-З,portal,cash_withdraw,2,1218.5,35.7,medium,ok
EV12_0024225,2025-09-28 07:58:00,БАН_02211,Сектор-Г,iot,authorize,13,377.89,274.8,high,ok
EV12_0024226,2025-09-28 07:58:00,БАН_00226,Сектор-Ж,api,cash_withdraw,8,1075.77,201.7,low,ok
EV12_0024227,2025-09-28 08:03:00,БАН_01890,Сектор-В,mobile,transfer,5,120.62,380.1,high,ok
EV12_0024228,2025-09-28 08:04:00,БАН_02483,Сектор-Д,batch_loader,authorize,8,479.22,260.5,low,ok
EV12_0024229,2025-09-28 08:06:00,БАН_01572,Сектор-Д,edge,fraud_alert,8,2503.78,136.7,critical,ok
EV12_0024230,2025-09-28 08:07:00,БАН_03166,Сектор-Е,edge,clear,6,984.57,176.8,critical,ok
EV12_0024231,2025-09-28 08:11:00,БАН_01099,Сектор-Д,iot,clear,3,2168.09,281.8,medium,ok
EV12_0024232,2025-09-28 08:11:00,БАН_00028,Сектор-Г,batch_loader,clear,4,1230.34,269.3,medium,ok
EV12_0024233,2025-09-28 08:11:00,БАН_01798,Сектор-Г,mobile,authorize,8,1235.62,307.8,medium,ok
EV12_0024234,2025-09-28 08:13:00,БАН_02681,Сектор-Б,edge,transfer,9,1074.75,182.0,low,warning
EV12_0024235,2025-09-28 08:13:00,БАН_01085,Сектор-Е,batch_loader,transfer,7,1464.73,208.6,low,failed
