event_id,city,campaign,device,source,segment,page,region,session_length_sec,items_viewed,converted
5941,city_016,cmp_166,device_10,source_19,segment_19,page_055,region_11,263,5,0
5942,city_013,cmp_045,device_11,source_05,segment_66,page_015,region_09,330,4,1
5943,city_040,cmp_051,device_17,source_02,segment_63,page_058,region_04,254,7,0
5944,city_032,cmp_021,device_07,source_02,segment_05,page_013,region_04,135,9,1
5945,city_036,cmp_054,device_11,source_12,segment_48,page_116,region_05,203,6,0
5946,city_080,cmp_114,device_07,source_02,segment_30,page_021,region_04,254,13,0
5947,city_038,cmp_011,device_07,source_15,segment_02,page_046,region_01,25,7,1
5948,city_052,cmp_036,device_08,source_12,segment_48,page_025,region_04,229,2,0
5949,city_054,cmp_148,device_04,source_03,segment_08,page_080,region_09,220,8,0
5950,city_041,cmp_024,device_14,source_20,segment_13,page_015,region_03,338,4,0
5951,city_023,cmp_036,device_07,source_15,segment_04,page_032,region_09,210,5,0
5952,city_082,cmp_151,device_16,source_12,segment_47,page_030,region_10,299,9,0
5953,city_033,cmp_040,device_14,source_17,segment_40,page_148,region_09,195,5,0
5954,city_045,cmp_122,device_08,source_14,segment_56,page_114,region_06,250,5,0
5955,city_044,cmp_035,device_11,source_01,segment_28,page_025,region_06,230,7,1
5956,city_072,cmp_032,device_16,source_12,segment_24,page_080,region_04,312,8,0
5957,city_043,cmp_024,device_07,source_04,segment_30,page_116,region_06,294,10,0
5958,city_035,cmp_010,device_12,source_20,segment_01,page_091,region_03,183,7,1
5959,city_036,cmp_049,device_18,source_15,segment_48,page_094,region_08,118,6,0
5960,city_066,cmp_099,device_01,source_14,segment_56,page_147,region_05,263,10,1
5961,city_025,cmp_058,device_07,source_12,segment_03,page_109,region_09,313,9,0
5962,city_090,cmp_047,device_03,source_04,segment_64,page_008,region_09,118,5,0
5963,city_075,cmp_025,device_07,source_15,segment_21,page_051,region_07,316,1,0
5964,city_010,cmp_092,device_15,source_20,segment_13,page_077,region_02,160,4,0
5965,city_024,cmp_031,device_04,source_08,segment_02,page_149,region_06,293,9,0
5966,city_082,cmp_005,device_01,source_07,segment_67,page_063,region_09,208,5,0
5967,city_021,cmp_165,device_06,source_28,segment_38,page_136,region_06,286,11,0
5968,city_024,cmp_152,device_14,source_20,segment_34,page_020,region_01,236,5,0
5969,city_016,cmp_025,device_03,source_02,segment_07,page_045,region_04,275,5,1
5970,city_004,cmp_029,device_09,source_05,segment_50,page_021,region_09,190,6,0
5971,city_036,cmp_074,device_13,source_24,segment_33,page_091,region_02,128,6,1
5972,city_063,cmp_051,device_08,source_18,segment_17,page_100,region_07,276,11,0
5973,city_055,cmp_136,device_18,source_02,segment_35,page_024,region_02,277,8,1
5974,city_002,cmp_051,device_14,source_12,segment_07,page_078,region_09,187,4,0
5975,city_041,cmp_017,device_03,source_02,segment_23,page_090,region_06,236,7,0
5976,city_025,cmp_065,device_16,source_14,segment_08,page_147,region_11,177,6,0
5977,city_052,cmp_014,device_08,source_02,segment_05,page_010,region_01,126,6,1
5978,city_029,cmp_052,device_19,source_04,segment_69,page_078,region_04,233,5,0
5979,city_097,cmp_072,device_20,source_02,segment_15,page_090,region_04,249,10,0
5980,city_073,cmp_152,device_03,source_28,segment_01,page_044,region_07,187,10,0
5981,city_058,cmp_035,device_05,source_02,segment_11,page_021,region_11,289,10,1
5982,city_041,cmp_084,device_10,source_12,segment_18,page_002,region_09,162,8,0
5983,city_048,cmp_001,device_02,source_02,segment_01,page_113,region_09,284,8,0
5984,city_033,cmp_130,device_07,source_02,segment_35,page_014,region_03,143,6,0
5985,city_068,cmp_036,device_20,source_01,segment_29,page_021,region_03,239,3,0
5986,city_082,cmp_030,device_08,source_02,segment_16,page_089,region_04,217,7,0
5987,city_100,cmp_014,device_07,source_12,segment_63,page_091,region_03,270,7,0
5988,city_049,cmp_114,device_03,source_12,segment_13,page_013,region_09,235,8,0
5989,city_056,cmp_010,device_14,source_04,segment_05,page_113,region_04,236,5,0
5990,city_029,cmp_079,device_18,source_28,segment_05,page_077,region_09,209,7,0
5991,city_001,cmp_036,device_18,source_11,segment_49,page_010,region_02,244,3,0
5992,city_058,cmp_097,device_02,source_21,segment_16,page_117,region_11,136,2,0
5993,city_090,cmp_165,device_03,source_12,segment_64,page_080,region_05,69,6,0
5994,city_078,cmp_033,device_20,source_04,segment_04,page_088,region_12,329,4,0
5995,city_080,cmp_079,device_18,source_02,segment_30,page_146,region_05,110,6,0
5996,city_029,cmp_043,device_04,source_02,segment_15,page_032,region_03,318,6,0
5997,city_060,cmp_058,device_04,source_15,segment_66,page_110,region_02,167,4,1
5998,city_051,cmp_012,device_09,source_18,segment_27,page_141,region_07,300,4,1
5999,city_043,cmp_025,device_06,source_02,segment_14,page_023,region_09,295,5,0
6000,city_010,cmp_117,device_12,source_29,segment_02,page_082,region_11,203,7,1
6001,city_046,cmp_040,device_04,source_28,segment_28,page_058,region_02,204,3,0
6002,city_022,cmp_001,device_14,source_04,segment_08,page_086,region_03,169,4,1
6003,city_058,cmp_037,device_06,source_06,segment_04,page_078,region_04,213,7,1
6004,city_093,cmp_088,device_03,source_28,segment_08,page_057,region_03,230,6,0
6005,city_060,cmp_167,device_07,source_30,segment_29,page_064,region_09,339,6,0
6006,city_020,cmp_128,device_01,source_09,segment_13,page_018,region_04,102,7,0
6007,city_036,cmp_107,device_10,source_23,segment_23,page_133,region_04,202,11,1
6008,city_045,cmp_150,device_02,source_28,segment_29,page_039,region_01,255,5,0
6009,city_060,cmp_085,device_03,source_25,segment_03,page_060,region_01,132,6,0
6010,city_010,cmp_059,device_14,source_15,segment_30,page_070,region_07,281,10,0
6011,city_041,cmp_065,device_07,source_09,segment_25,page_038,region_11,287,7,0
6012,city_078,cmp_152,device_09,source_12,segment_30,page_014,region_04,261,5,0
6013,city_002,cmp_001,device_06,source_16,segment_40,page_015,region_11,186,3,0
6014,city_060,cmp_059,device_19,source_04,segment_40,page_049,region_01,263,6,0
6015,city_080,cmp_111,device_20,source_16,segment_40,page_090,region_11,202,11,0
6016,city_068,cmp_008,device_07,source_12,segment_04,page_018,region_07,188,8,1
6017,city_090,cmp_122,device_14,source_14,segment_64,page_143,region_04,259,10,0
6018,city_066,cmp_126,device_14,source_23,segment_54,page_078,region_02,181,8,1
6019,city_041,cmp_061,device_18,source_28,segment_63,page_119,region_03,267,9,0
6020,city_036,cmp_122,device_17,source_06,segment_08,page_094,region_10,266,6,0
6021,city_003,cmp_018,device_07,source_19,segment_33,page_038,region_12,277,9,0
6022,city_002,cmp_152,device_07,source_14,segment_66,page_080,region_01,166,10,0
6023,city_052,cmp_009,device_18,source_05,segment_66,page_149,region_02,246,10,0
6024,city_021,cmp_008,device_07,source_15,segment_19,page_005,region_04,193,8,0
6025,city_023,cmp_061,device_08,source_15,segment_58,page_147,region_12,338,7,0
6026,city_070,cmp_104,device_03,source_22,segment_26,page_139,region_02,132,8,1
6027,city_009,cmp_095,device_06,source_09,segment_04,page_036,region_11,220,7,0
6028,city_022,cmp_065,device_03,source_21,segment_66,page_058,region_03,206,5,1
6029,city_056,cmp_114,device_03,source_04,segment_15,page_046,region_04,213,10,1
6030,city_003,cmp_077,device_07,source_12,segment_15,page_051,region_03,134,7,0
6031,city_041,cmp_127,device_08,source_15,segment_64,page_020,region_09,166,10,0
6032,city_007,cmp_014,device_14,source_14,segment_43,page_089,region_01,128,11,0
6033,city_064,cmp_176,device_09,source_02,segment_18,page_022,region_10,125,4,0
6034,city_051,cmp_133,device_15,source_07,segment_50,page_016,region_05,190,2,0
6035,city_049,cmp_137,device_05,source_06,segment_01,page_001,region_02,351,11,0
6036,city_016,cmp_041,device_14,source_28,segment_33,page_008,region_03,263,12,0
6037,city_060,cmp_154,device_01,source_28,segment_14,page_099,region_02,172,8,0
6038,city_023,cmp_018,device_06,source_07,segment_30,page_071,region_06,202,7,0
6039,city_045,cmp_012,device_07,source_20,segment_16,page_007,region_11,141,7,1
6040,city_007,cmp_046,device_18,source_12,segment_42,page_142,region_03,51,5,0
6041,city_007,cmp_151,device_03,source_08,segment_37,page_036,region_11,213,11,1
6042,city_014,cmp_165,device_06,source_20,segment_42,page_130,region_03,198,13,0
6043,city_016,cmp_057,device_03,source_28,segment_40,page_072,region_02,200,7,0
6044,city_010,cmp_106,device_07,source_07,segment_43,page_092,region_11,184,7,0
6045,city_009,cmp_065,device_07,source_02,segment_67,page_138,region_06,181,12,0
6046,city_080,cmp_014,device_03,source_28,segment_24,page_130,region_04,241,7,0
6047,city_044,cmp_085,device_07,source_16,segment_46,page_057,region_09,144,4,0
6048,city_050,cmp_018,device_07,source_03,segment_12,page_011,region_04,216,6,1
6049,city_022,cmp_085,device_10,source_01,segment_66,page_147,region_01,107,5,0
6050,city_005,cmp_029,device_15,source_15,segment_57,page_042,region_07,325,4,0
6051,city_095,cmp_032,device_19,source_15,segment_05,page_038,region_08,256,6,0
6052,city_004,cmp_090,device_03,source_03,segment_50,page_082,region_05,171,8,1
6053,city_072,cmp_053,device_07,source_15,segment_33,page_096,region_06,189,6,0
6054,city_056,cmp_122,device_19,source_02,segment_21,page_073,region_01,258,4,0
6055,city_029,cmp_091,device_08,source_09,segment_05,page_100,region_03,266,5,0
6056,city_062,cmp_036,device_07,source_06,segment_34,page_010,region_03,177,5,0
6057,city_064,cmp_113,device_07,source_24,segment_29,page_114,region_10,177,8,0
6058,city_080,cmp_010,device_15,source_05,segment_56,page_067,region_03,174,3,0
6059,city_044,cmp_104,device_17,source_05,segment_20,page_033,region_09,254,10,0
6060,city_015,cmp_045,device_06,source_18,segment_29,page_020,region_06,194,6,1
6061,city_046,cmp_036,device_06,source_01,segment_24,page_073,region_04,242,4,1
6062,city_008,cmp_061,device_11,source_16,segment_04,page_092,region_09,234,5,0
6063,city_028,cmp_138,device_02,source_02,segment_26,page_099,region_04,185,3,1
6064,city_050,cmp_032,device_16,source_02,segment_66,page_057,region_09,131,8,0
6065,city_019,cmp_180,device_01,source_12,segment_01,page_016,region_10,273,6,0
6066,city_079,cmp_075,device_07,source_28,segment_43,page_055,region_03,219,8,0
6067,city_097,cmp_031,device_14,source_02,segment_23,page_057,region_10,222,5,0
6068,city_006,cmp_093,device_18,source_05,segment_09,page_004,region_05,209,9,1
6069,city_015,cmp_104,device_10,source_16,segment_40,page_067,region_09,136,8,0
6070,city_036,cmp_063,device_08,source_25,segment_18,page_072,region_11,186,7,0
6071,city_004,cmp_016,device_11,source_12,segment_69,page_086,region_03,226,10,1
6072,city_007,cmp_121,device_15,source_12,segment_29,page_010,region_08,179,6,1
6073,city_082,cmp_120,device_01,source_06,segment_21,page_021,region_11,232,9,0
6074,city_004,cmp_110,device_09,source_08,segment_66,page_072,region_02,202,7,0
6075,city_019,cmp_106,device_14,source_02,segment_15,page_109,region_04,127,7,0
6076,city_031,cmp_044,device_18,source_02,segment_66,page_019,region_03,100,6,0
6077,city_002,cmp_056,device_07,source_17,segment_47,page_044,region_08,234,9,0
6078,city_070,cmp_086,device_18,source_12,segment_30,page_067,region_01,162,5,1
6079,city_073,cmp_021,device_10,source_20,segment_19,page_065,region_11,192,4,0
6080,city_029,cmp_077,device_07,source_15,segment_03,page_077,region_03,160,6,0
6081,city_014,cmp_014,device_20,source_01,segment_66,page_057,region_09,272,15,0
6082,city_082,cmp_126,device_02,source_12,segment_37,page_065,region_12,129,9,0
6083,city_056,cmp_014,device_17,source_12,segment_30,page_021,region_04,265,8,1
6084,city_041,cmp_112,device_08,source_02,segment_38,page_007,region_07,126,7,0
6085,city_029,cmp_026,device_09,source_28,segment_63,page_113,region_11,244,5,1
6086,city_043,cmp_149,device_15,source_20,segment_15,page_046,region_03,201,6,0
6087,city_019,cmp_085,device_18,source_26,segment_29,page_032,region_08,215,6,0
6088,city_035,cmp_051,device_17,source_14,segment_54,page_130,region_11,227,7,0
6089,city_056,cmp_009,device_07,source_23,segment_63,page_040,region_02,199,9,1
6090,city_030,cmp_077,device_12,source_02,segment_40,page_078,region_07,251,9,0
6091,city_056,cmp_044,device_14,source_24,segment_33,page_011,region_11,184,9,0
6092,city_061,cmp_119,device_07,source_28,segment_19,page_047,region_12,138,5,0
6093,city_063,cmp_117,device_06,source_01,segment_13,page_014,region_06,182,5,1
6094,city_045,cmp_092,device_15,source_15,segment_38,page_150,region_05,184,5,0
6095,city_013,cmp_032,device_08,source_02,segment_41,page_107,region_03,224,10,1
6096,city_058,cmp_022,device_04,source_15,segment_27,page_032,region_04,142,6,0
6097,city_072,cmp_058,device_17,source_25,segment_66,page_136,region_09,265,7,0
6098,city_007,cmp_052,device_07,source_02,segment_08,page_142,region_07,289,5,0
6099,city_082,cmp_089,device_17,source_12,segment_29,page_038,region_10,192,7,0
6100,city_091,cmp_064,device_03,source_02,segment_39,page_070,region_04,244,6,0
6101,city_056,cmp_057,device_17,source_15,segment_66,page_047,region_07,336,6,0
6102,city_009,cmp_055,device_07,source_02,segment_13,page_113,region_03,220,6,0
6103,city_055,cmp_058,device_06,source_28,segment_13,page_007,region_01,134,5,0
6104,city_026,cmp_131,device_07,source_06,segment_27,page_008,region_02,190,6,0
6105,city_023,cmp_022,device_09,source_02,segment_40,page_143,region_09,171,10,1
6106,city_004,cmp_004,device_06,source_28,segment_15,page_070,region_12,224,8,0
6107,city_060,cmp_026,device_10,source_15,segment_29,page_042,region_12,282,9,0
6108,city_045,cmp_036,device_07,source_12,segment_06,page_058,region_10,103,7,0
6109,city_035,cmp_079,device_10,source_18,segment_66,page_110,region_11,290,7,0
6110,city_029,cmp_126,device_07,source_24,segment_10,page_019,region_08,225,7,0
6111,city_031,cmp_098,device_05,source_21,segment_13,page_052,region_04,252,9,0
6112,city_035,cmp_180,device_11,source_07,segment_23,page_113,region_11,236,10,1
6113,city_036,cmp_001,device_08,source_08,segment_07,page_049,region_02,172,4,1
6114,city_008,cmp_024,device_03,source_12,segment_66,page_109,region_02,239,4,0
6115,city_028,cmp_013,device_10,source_14,segment_38,page_080,region_04,271,7,0
6116,city_005,cmp_086,device_06,source_05,segment_38,page_037,region_08,284,7,0
6117,city_064,cmp_051,device_07,source_02,segment_10,page_141,region_09,277,10,0
6118,city_041,cmp_036,device_16,source_11,segment_16,page_070,region_07,180,10,0
6119,city_069,cmp_036,device_04,source_22,segment_10,page_077,region_06,290,10,0
6120,city_032,cmp_136,device_07,source_05,segment_04,page_015,region_04,274,6,1
6121,city_010,cmp_012,device_03,source_08,segment_24,page_044,region_04,266,11,1
6122,city_022,cmp_036,device_07,source_05,segment_25,page_039,region_03,139,6,0
6123,city_016,cmp_058,device_18,source_14,segment_39,page_014,region_09,178,9,1
6124,city_033,cmp_048,device_08,source_28,segment_24,page_025,region_01,219,9,0
6125,city_068,cmp_092,device_17,source_02,segment_69,page_070,region_12,262,9,0
6126,city_009,cmp_077,device_08,source_20,segment_28,page_117,region_04,123,7,0
6127,city_029,cmp_119,device_02,source_15,segment_24,page_143,region_05,142,6,1
6128,city_007,cmp_126,device_07,source_29,segment_13,page_126,region_05,217,6,0
6129,city_029,cmp_046,device_05,source_02,segment_34,page_039,region_03,146,7,1
6130,city_047,cmp_129,device_07,source_27,segment_54,page_113,region_07,187,6,0
6131,city_005,cmp_082,device_05,source_21,segment_66,page_114,region_11,203,7,0
6132,city_005,cmp_129,device_03,source_26,segment_07,page_145,region_03,89,6,0
6133,city_061,cmp_054,device_04,source_18,segment_02,page_125,region_12,224,10,0
6134,city_029,cmp_004,device_07,source_05,segment_67,page_014,region_05,199,7,1
6135,city_025,cmp_085,device_15,source_09,segment_22,page_125,region_01,117,6,0
6136,city_056,cmp_165,device_14,source_02,segment_39,page_003,region_03,174,5,1
6137,city_007,cmp_150,device_01,source_01,segment_66,page_062,region_06,255,6,0
6138,city_078,cmp_020,device_14,source_28,segment_02,page_089,region_03,188,4,1
6139,city_064,cmp_056,device_01,source_23,segment_08,page_070,region_07,209,5,1
6140,city_029,cmp_131,device_03,source_02,segment_49,page_047,region_10,225,3,0
6141,city_036,cmp_049,device_14,source_11,segment_40,page_113,region_03,95,5,0
6142,city_029,cmp_059,device_07,source_05,segment_24,page_059,region_12,294,7,0
6143,city_066,cmp_180,device_07,source_05,segment_66,page_112,region_03,236,4,1
6144,city_002,cmp_055,device_07,source_25,segment_38,page_013,region_11,233,5,0
6145,city_056,cmp_024,device_08,source_30,segment_02,page_018,region_05,247,6,1
6146,city_023,cmp_008,device_09,source_09,segment_05,page_076,region_03,204,3,0
6147,city_066,cmp_052,device_11,source_22,segment_63,page_070,region_03,208,7,0
6148,city_098,cmp_059,device_03,source_02,segment_66,page_019,region_02,345,8,0
6149,city_021,cmp_145,device_03,source_20,segment_13,page_125,region_11,122,3,0
6150,city_034,cmp_117,device_07,source_02,segment_12,page_015,region_03,246,8,0
6151,city_044,cmp_010,device_17,source_07,segment_03,page_018,region_04,146,9,0
6152,city_044,cmp_122,device_14,source_13,segment_06,page_099,region_02,293,5,0
6153,city_011,cmp_011,device_03,source_02,segment_13,page_038,region_02,214,10,0
6154,city_047,cmp_003,device_06,source_02,segment_64,page_044,region_04,125,5,0
6155,city_060,cmp_065,device_07,source_06,segment_06,page_150,region_07,241,6,1
6156,city_093,cmp_063,device_17,source_12,segment_04,page_051,region_09,273,12,0
6157,city_060,cmp_036,device_20,source_03,segment_67,page_014,region_03,230,4,1
6158,city_049,cmp_052,device_03,source_06,segment_05,page_136,region_11,262,7,0
6159,city_016,cmp_145,device_07,source_02,segment_08,page_070,region_04,295,4,0
6160,city_008,cmp_090,device_07,source_02,segment_30,page_023,region_09,257,8,0
6161,city_051,cmp_040,device_07,source_09,segment_14,page_014,region_02,184,4,1
6162,city_051,cmp_151,device_07,source_03,segment_22,page_050,region_06,291,15,0
6163,city_074,cmp_021,device_12,source_15,segment_22,page_138,region_11,238,13,0
6164,city_034,cmp_023,device_09,source_03,segment_33,page_060,region_05,180,7,0
6165,city_012,cmp_027,device_07,source_02,segment_01,page_054,region_04,236,5,0
6166,city_016,cmp_027,device_12,source_08,segment_54,page_052,region_05,234,14,0
6167,city_036,cmp_011,device_07,source_02,segment_17,page_025,region_03,218,6,1
6168,city_024,cmp_036,device_10,source_01,segment_69,page_051,region_02,130,7,0
6169,city_012,cmp_065,device_03,source_19,segment_59,page_018,region_07,282,4,1
6170,city_009,cmp_026,device_07,source_02,segment_01,page_123,region_07,255,6,0
6171,city_031,cmp_014,device_08,source_14,segment_56,page_025,region_01,174,6,1
6172,city_025,cmp_084,device_18,source_05,segment_10,page_034,region_05,240,4,0
6173,city_095,cmp_049,device_01,source_06,segment_01,page_078,region_02,230,11,0
6174,city_078,cmp_085,device_12,source_02,segment_03,page_052,region_09,117,2,0
6175,city_013,cmp_031,device_07,source_04,segment_59,page_116,region_07,205,4,0
6176,city_063,cmp_106,device_13,source_13,segment_17,page_007,region_11,229,5,0
6177,city_036,cmp_169,device_03,source_14,segment_16,page_030,region_09,309,8,0
6178,city_088,cmp_032,device_09,source_05,segment_50,page_049,region_07,216,5,0
6179,city_049,cmp_083,device_07,source_03,segment_69,page_056,region_07,312,8,0
6180,city_014,cmp_110,device_06,source_07,segment_64,page_148,region_05,194,4,1
6181,city_014,cmp_065,device_01,source_02,segment_66,page_030,region_10,198,11,0
6182,city_095,cmp_035,device_08,source_12,segment_05,page_117,region_04,112,10,0
6183,city_086,cmp_025,device_07,source_23,segment_21,page_018,region_06,207,6,0
6184,city_037,cmp_083,device_18,source_15,segment_13,page_089,region_09,187,6,0
6185,city_045,cmp_055,device_14,source_01,segment_34,page_108,region_10,177,7,0
6186,city_044,cmp_124,device_03,source_05,segment_66,page_020,region_05,179,12,0
6187,city_064,cmp_013,device_06,source_12,segment_66,page_014,region_11,153,7,1
6188,city_036,cmp_006,device_05,source_28,segment_38,page_070,region_06,156,5,1
6189,city_010,cmp_043,device_11,source_02,segment_47,page_083,region_04,211,5,0
6190,city_024,cmp_054,device_08,source_02,segment_60,page_133,region_11,248,5,0
6191,city_045,cmp_083,device_07,source_12,segment_24,page_077,region_09,293,5,1
6192,city_025,cmp_014,device_04,source_13,segment_30,page_043,region_04,233,8,1
6193,city_071,cmp_075,device_07,source_29,segment_62,page_133,region_04,116,5,0
6194,city_093,cmp_121,device_05,source_12,segment_19,page_053,region_11,229,5,0
6195,city_019,cmp_139,device_03,source_01,segment_19,page_019,region_04,290,2,0
6196,city_081,cmp_138,device_15,source_15,segment_56,page_143,region_06,227,2,1
6197,city_060,cmp_059,device_19,source_03,segment_60,page_052,region_03,284,5,0
6198,city_047,cmp_138,device_14,source_22,segment_46,page_038,region_08,191,6,0
6199,city_010,cmp_065,device_02,source_11,segment_26,page_115,region_06,176,6,0
6200,city_030,cmp_012,device_18,source_24,segment_21,page_143,region_04,178,4,1
6201,city_099,cmp_170,device_07,source_02,segment_06,page_030,region_09,242,9,0
6202,city_054,cmp_002,device_06,source_14,segment_15,page_024,region_03,156,10,0
6203,city_048,cmp_035,device_14,source_16,segment_12,page_077,region_11,192,4,1
6204,city_003,cmp_009,device_01,source_02,segment_09,page_073,region_01,234,8,1
6205,city_024,cmp_065,device_01,source_12,segment_45,page_110,region_02,291,8,0
6206,city_037,cmp_069,device_14,source_15,segment_38,page_141,region_06,160,4,0
6207,city_052,cmp_083,device_03,source_15,segment_03,page_004,region_05,296,7,0
6208,city_078,cmp_018,device_07,source_02,segment_08,page_030,region_04,300,6,0
6209,city_035,cmp_004,device_08,source_01,segment_17,page_014,region_12,146,7,1
6210,city_021,cmp_032,device_20,source_03,segment_24,page_034,region_03,182,7,0
6211,city_021,cmp_010,device_07,source_04,segment_57,page_023,region_07,176,7,0
6212,city_010,cmp_007,device_06,source_14,segment_02,page_089,region_07,151,6,1
6213,city_010,cmp_032,device_07,source_01,segment_12,page_113,region_03,226,6,1
6214,city_023,cmp_180,device_07,source_05,segment_63,page_087,region_06,262,8,0
6215,city_064,cmp_120,device_08,source_04,segment_18,page_080,region_12,214,6,0
6216,city_031,cmp_041,device_17,source_23,segment_12,page_109,region_02,207,9,0
6217,city_078,cmp_043,device_12,source_07,segment_33,page_055,region_02,307,6,0
6218,city_093,cmp_150,device_17,source_17,segment_66,page_016,region_03,179,7,1
6219,city_006,cmp_086,device_07,source_23,segment_66,page_048,region_06,218,9,0
6220,city_060,cmp_124,device_14,source_16,segment_30,page_033,region_05,204,6,0
6221,city_007,cmp_129,device_19,source_02,segment_05,page_013,region_09,168,6,1
6222,city_006,cmp_022,device_03,source_17,segment_07,page_092,region_11,163,9,0
6223,city_021,cmp_004,device_07,source_23,segment_15,page_070,region_09,229,11,0
6224,city_008,cmp_032,device_09,source_08,segment_59,page_072,region_06,307,5,0
6225,city_055,cmp_076,device_09,source_25,segment_50,page_049,region_02,237,9,0
6226,city_060,cmp_138,device_08,source_16,segment_67,page_078,region_03,149,9,0
6227,city_052,cmp_036,device_15,source_16,segment_28,page_077,region_09,169,6,0
6228,city_046,cmp_127,device_04,source_12,segment_33,page_026,region_07,222,7,0
6229,city_066,cmp_086,device_19,source_08,segment_15,page_015,region_01,171,8,0
6230,city_064,cmp_085,device_15,source_06,segment_29,page_052,region_07,230,3,1
6231,city_080,cmp_099,device_06,source_20,segment_42,page_089,region_04,243,13,0
6232,city_058,cmp_058,device_01,source_23,segment_02,page_077,region_10,189,5,0
6233,city_026,cmp_089,device_12,source_07,segment_63,page_082,region_04,78,5,0
6234,city_041,cmp_117,device_01,source_15,segment_34,page_065,region_05,208,6,0
6235,city_037,cmp_075,device_07,source_17,segment_15,page_040,region_07,270,11,0
6236,city_009,cmp_008,device_08,source_03,segment_15,page_015,region_07,235,9,1
6237,city_070,cmp_058,device_20,source_15,segment_69,page_117,region_11,304,9,0
6238,city_084,cmp_076,device_06,source_07,segment_15,page_014,region_04,257,11,0
6239,city_098,cmp_132,device_12,source_05,segment_31,page_026,region_10,181,8,0
6240,city_019,cmp_002,device_18,source_06,segment_17,page_014,region_09,177,9,0
6241,city_007,cmp_009,device_07,source_06,segment_30,page_072,region_09,194,9,0
6242,city_009,cmp_042,device_03,source_12,segment_23,page_147,region_01,187,9,0
6243,city_070,cmp_120,device_03,source_07,segment_28,page_021,region_04,222,6,0
6244,city_051,cmp_055,device_07,source_17,segment_04,page_067,region_09,141,4,0
6245,city_063,cmp_036,device_07,source_26,segment_03,page_137,region_04,166,8,0
6246,city_082,cmp_093,device_06,source_20,segment_58,page_077,region_06,191,5,0
6247,city_016,cmp_058,device_07,source_12,segment_57,page_014,region_11,211,6,0
6248,city_027,cmp_072,device_08,source_16,segment_67,page_133,region_07,258,8,0
6249,city_068,cmp_051,device_06,source_26,segment_34,page_040,region_11,183,6,1
6250,city_020,cmp_101,device_07,source_14,segment_15,page_142,region_06,82,8,0
6251,city_040,cmp_003,device_10,source_02,segment_62,page_016,region_02,270,8,0
6252,city_034,cmp_001,device_08,source_05,segment_66,page_130,region_08,194,7,0
6253,city_048,cmp_092,device_14,source_06,segment_15,page_139,region_05,197,7,0
6254,city_098,cmp_004,device_06,source_29,segment_22,page_090,region_08,256,10,0
6255,city_008,cmp_039,device_07,source_17,segment_28,page_089,region_09,276,4,0
6256,city_037,cmp_042,device_08,source_10,segment_24,page_138,region_08,235,7,1
6257,city_094,cmp_079,device_18,source_07,segment_33,page_046,region_09,211,4,0
6258,city_025,cmp_112,device_10,source_28,segment_64,page_117,region_11,195,7,1
6259,city_061,cmp_122,device_06,source_19,segment_64,page_082,region_08,148,9,0
6260,city_089,cmp_034,device_01,source_03,segment_05,page_036,region_05,226,11,0
6261,city_019,cmp_021,device_08,source_12,segment_42,page_005,region_07,140,7,1
6262,city_006,cmp_175,device_18,source_03,segment_06,page_097,region_07,208,2,0
6263,city_006,cmp_009,device_11,source_29,segment_16,page_057,region_03,324,4,0
6264,city_006,cmp_121,device_07,source_13,segment_20,page_112,region_06,125,4,0
6265,city_025,cmp_004,device_03,source_02,segment_64,page_052,region_10,235,5,0
6266,city_010,cmp_055,device_03,source_06,segment_18,page_014,region_02,186,8,0
6267,city_029,cmp_083,device_13,source_12,segment_34,page_070,region_02,164,9,0
6268,city_063,cmp_055,device_06,source_12,segment_35,page_078,region_09,181,5,0
6269,city_022,cmp_069,device_06,source_03,segment_17,page_052,region_12,217,4,0
6270,city_036,cmp_004,device_05,source_16,segment_40,page_018,region_07,349,4,0
6271,city_010,cmp_020,device_18,source_04,segment_30,page_014,region_03,259,9,0
6272,city_058,cmp_065,device_06,source_29,segment_15,page_026,region_09,247,5,0
6273,city_024,cmp_122,device_03,source_23,segment_25,page_088,region_10,179,7,0
6274,city_010,cmp_065,device_07,source_11,segment_10,page_058,region_02,147,7,0
6275,city_094,cmp_058,device_12,source_08,segment_02,page_065,region_04,166,7,0
6276,city_064,cmp_178,device_07,source_02,segment_18,page_046,region_09,285,8,0
6277,city_055,cmp_045,device_14,source_02,segment_64,page_092,region_07,179,4,0
6278,city_060,cmp_045,device_11,source_18,segment_19,page_126,region_11,225,3,0
6279,city_032,cmp_012,device_07,source_25,segment_63,page_067,region_03,213,6,0
6280,city_022,cmp_114,device_17,source_12,segment_04,page_142,region_11,219,3,0
6281,city_040,cmp_011,device_03,source_25,segment_26,page_024,region_07,204,8,1
6282,city_072,cmp_017,device_12,source_28,segment_15,page_088,region_03,241,6,0
6283,city_094,cmp_010,device_07,source_14,segment_22,page_138,region_09,166,11,0
6284,city_049,cmp_024,device_07,source_04,segment_40,page_142,region_09,248,8,0
6285,city_028,cmp_052,device_07,source_22,segment_15,page_014,region_04,332,2,0
6286,city_060,cmp_009,device_09,source_03,segment_07,page_071,region_05,213,6,1
6287,city_058,cmp_048,device_06,source_28,segment_02,page_014,region_07,191,8,0
6288,city_019,cmp_055,device_09,source_02,segment_15,page_031,region_11,201,4,0
6289,city_033,cmp_014,device_08,source_07,segment_42,page_078,region_07,256,4,1
